"Match_Id","Innings","Team","Over","Runs Scored","Extras","Overall","x","RunRate","Target","RunsNeeded","RunRateNeeded","Team1","Team2","Toss_Winner","match_winner","TossWin","Win"
829738,2,1,5,12,0,12,38,7.6,156,118,7.86666666666667,4,1,1,1,1,1
829744,2,1,5,4,0,4,35,7,147,112,7.46666666666667,6,1,1,1,1,1
829748,2,1,5,5,0,5,40,8,177,137,9.13333333333333,11,1,1,11,1,0
829770,2,1,5,10,0,10,52,10.4,135,83,5.53333333333333,3,1,1,3,1,0
829796,2,1,5,14,1,15,55,11,184,129,8.6,1,4,4,1,0,1
829810,2,1,5,8,1,9,38,7.6,172,134,8.93333333333333,7,1,1,7,1,0
829816,2,1,5,6,2,8,44,8.8,200,156,10.4,5,1,5,5,0,0
980908,2,1,5,6,0,6,42,8.4,99,57,3.8,1,6,1,1,1,1
980920,2,1,5,3,0,3,28,5.6,143,115,7.66666666666667,11,1,11,1,0,1
980930,2,1,5,10,1,11,55,11,139,84,5.6,4,1,1,1,1,1
980944,2,1,5,7,0,7,49,9.8,161,112,7.46666666666667,12,1,1,1,1,1
980956,2,1,5,5,0,5,33,6.6,187,154,10.2666666666667,6,1,1,6,1,0
980964,2,1,5,2,0,2,34,6.8,186,152,10.1333333333333,2,1,1,1,1,1
980994,2,1,5,3,6,9,66,13.2,104,38,2.53333333333333,1,12,12,1,0,1
981020,2,1,5,9,0,9,43,8.6,163,120,8,11,1,1,11,1,0
1082593,2,1,5,7,0,7,53,10.6,184,131,8.73333333333333,13,1,1,1,1,1
1082601,2,1,5,18,0,18,60,12,171,111,7.4,1,4,1,1,1,1
1082608,2,1,5,6,0,6,34,6.8,169,135,9,6,1,6,1,0,1
1082620,2,1,5,10,0,10,38,7.6,183,145,9.66666666666667,12,1,1,1,1,1
1082622,2,1,5,6,0,6,36,7.2,161,125,8.33333333333333,1,6,1,1,1,1
1082627,2,1,5,11,0,11,36,7.2,210,174,11.6,11,1,1,11,1,0
1082636,2,1,5,24,2,26,85,17,159,74,4.93333333333333,2,1,1,1,1,1
1082639,2,1,5,10,0,10,49,9.8,168,119,7.93333333333333,4,1,1,4,1,0
1082644,2,1,5,14,0,14,49,9.8,174,125,8.33333333333333,1,7,1,7,1,0
1082648,2,1,5,5,0,5,46,9.2,129,83,5.53333333333333,11,1,1,1,1,1
335987,2,2,5,8,0,8,24,4.8,223,199,13.2666666666667,2,1,2,1,1,0
335990,2,2,5,9,1,10,37,7.4,166,129,8.6,7,2,7,2,0,1
336001,2,2,5,12,0,12,32,6.4,179,147,9.8,2,3,3,3,0,0
336003,2,2,5,6,0,6,48,9.6,192,144,9.6,6,2,2,6,1,0
336007,2,2,5,5,1,6,36,7.2,166,130,8.66666666666667,8,2,8,2,0,1
336015,2,2,5,12,1,13,32,6.4,130,98,6.53333333333333,1,2,1,1,0,0
336028,2,2,5,2,1,3,18,3.6,198,180,12,5,2,2,5,1,0
392190,2,2,5,8,1,9,40,8,180,140,9.33333333333333,2,3,3,3,0,0
392193,2,2,5,4,2,6,25,5,185,160,10.6666666666667,2,8,8,8,0,0
392204,2,2,5,8,0,8,40,8,140,100,6.66666666666667,2,1,1,2,0,1
392213,2,2,5,10,0,10,51,10.2,150,99,6.6,2,7,7,2,0,1
392223,2,2,5,4,0,4,31,6.2,158,127,8.46666666666667,2,7,7,7,0,0
392226,2,2,5,8,1,9,36,7.2,174,138,9.2,2,1,2,2,1,1
392229,2,2,5,1,0,1,30,6,130,100,6.66666666666667,2,3,3,2,0,1
392237,2,2,5,3,0,3,19,3.8,135,116,7.73333333333333,2,6,6,2,0,1
392243,2,2,5,10,0,10,49,9.8,147,98,6.53333333333333,2,3,2,2,1,1
392244,2,2,5,12,0,12,33,6.6,144,111,7.4,2,8,2,8,1,0
419117,2,2,5,11,0,11,43,8.6,204,161,10.7333333333333,2,4,4,2,0,1
419120,2,2,5,8,0,8,52,10.4,93,41,2.73333333333333,2,5,2,2,1,1
419124,2,2,5,12,0,12,40,8,152,112,7.46666666666667,7,2,7,2,0,1
419133,2,2,5,4,0,4,37,7.4,184,147,9.8,2,6,2,6,1,0
419141,2,2,5,12,0,12,40,8,182,142,9.46666666666667,4,2,4,2,0,1
419145,2,2,5,10,0,10,36,7.2,185,149,9.93333333333333,6,2,6,6,0,0
419153,2,2,5,10,1,11,33,6.6,161,128,8.53333333333333,2,1,2,2,1,1
419156,2,2,5,4,1,5,32,6.4,152,120,8,8,2,2,8,1,0
419159,2,2,5,8,0,8,42,8.4,131,89,5.93333333333333,5,2,5,2,0,1
419162,2,2,5,8,0,8,30,6,192,162,10.8,2,7,2,7,1,0
419167,2,2,5,10,0,10,41,8.2,185,144,9.6,2,7,7,7,0,0
419169,2,2,5,5,0,5,26,5.2,83,57,3.8,2,8,8,2,0,1
501205,2,2,5,13,0,13,44,8.8,162,118,7.86666666666667,9,2,9,2,0,1
501213,2,2,5,5,0,5,27,5.4,176,149,9.93333333333333,8,2,2,8,1,0
501216,2,2,5,1,0,1,31,6.2,184,153,10.2,3,2,3,3,0,0
501227,2,2,5,14,0,14,46,9.2,172,126,8.4,1,2,2,2,1,1
501232,2,2,5,17,0,17,62,12.4,161,99,6.6,6,2,2,2,1,1
501252,2,2,5,3,2,5,72,14.4,126,54,3.6,2,9,9,2,0,1
501257,2,2,5,8,0,8,50,10,147,97,6.46666666666667,5,2,2,2,1,1
501260,2,2,5,7,1,8,58,11.6,90,32,2.13333333333333,2,1,2,2,1,1
501265,2,2,5,10,0,10,27,5.4,233,206,13.7333333333333,4,2,4,4,0,0
501271,2,2,5,3,0,3,34,6.8,129,95,6.33333333333333,2,3,2,2,1,1
501276,2,2,5,14,0,14,38,7.6,206,168,11.2,3,2,3,3,0,0
548320,2,2,5,6,0,6,20,4,166,146,9.73333333333333,2,1,2,1,1,0
548329,2,2,5,4,0,4,42,8.4,196,154,10.2666666666667,2,5,5,5,0,0
548332,2,2,5,5,0,5,40,8,183,143,9.53333333333333,2,10,10,2,0,1
548336,2,2,5,7,0,7,25,5,164,139,9.26666666666667,4,2,2,2,1,1
548349,2,2,5,1,0,1,32,6.4,191,159,10.6,1,2,1,1,0,0
548361,2,2,5,9,1,10,36,7.2,182,146,9.73333333333333,2,8,2,2,1,1
548365,2,2,5,5,0,5,27,5.4,142,115,7.66666666666667,7,2,2,2,1,1
548381,2,2,5,1,0,1,37,7.4,133,96,6.4,8,2,2,8,1,0
598013,2,2,5,2,0,2,21,4.2,155,134,8.93333333333333,2,1,2,2,1,1
598028,2,2,5,10,5,15,46,9.2,118,72,4.8,2,5,2,2,1,1
598038,2,2,5,9,0,9,34,6.8,195,161,10.7333333333333,7,2,7,7,0,0
598053,2,2,5,15,0,15,39,7.8,162,123,8.2,2,11,11,2,0,1
729286,2,2,5,9,0,9,37,7.4,146,109,7.26666666666667,6,2,2,2,1,1
729292,2,2,5,7,0,7,24,4.8,116,92,6.13333333333333,2,7,2,2,1,1
729304,2,2,5,1,0,1,34,6.8,151,117,7.8,2,1,2,1,1,0
733982,2,2,5,16,0,16,32,6.4,156,124,8.26666666666667,2,11,2,2,1,1
733988,2,2,5,4,0,4,53,10.6,188,135,9,7,2,2,7,1,0
733996,2,2,5,5,0,5,22,4.4,199,177,11.8,2,4,2,4,1,0
734018,2,2,5,1,0,1,17,3.4,139,122,8.13333333333333,3,2,3,2,0,1
734032,2,2,5,12,1,13,30,6,196,166,11.0666666666667,1,2,2,1,1,0
829718,2,2,5,6,0,6,29,5.8,178,149,9.93333333333333,1,2,2,2,1,1
829742,2,2,5,10,0,10,26,5.2,210,184,12.2666666666667,2,7,2,7,1,0
829750,2,2,5,1,0,1,34,6.8,182,148,9.86666666666667,2,3,2,3,1,0
829754,2,2,5,1,0,1,37,7.4,131,94,6.26666666666667,5,2,2,2,1,1
829762,2,2,5,11,0,11,43,8.6,96,53,3.53333333333333,6,2,2,2,1,1
829776,2,2,5,3,0,3,52,10.4,112,60,4,2,1,2,2,1,1
829784,2,2,5,9,0,9,34,6.8,149,115,7.66666666666667,3,2,3,3,0,0
829808,2,2,5,8,2,10,49,9.8,107,58,3.86666666666667,4,2,2,4,1,0
829812,2,2,5,10,0,10,68,13.6,136,68,4.53333333333333,11,2,11,2,0,1
980958,2,2,5,5,0,5,42,8.4,195,153,10.2,11,2,2,11,1,0
980974,2,2,5,12,0,12,37,7.4,192,155,10.3333333333333,2,12,2,2,1,1
981000,2,2,5,9,0,9,53,10.6,184,131,8.73333333333333,1,2,2,2,1,1
981016,2,2,5,10,0,10,38,7.6,139,101,6.73333333333333,6,2,2,2,1,1
981018,2,2,5,3,0,3,28,5.6,159,131,8.73333333333333,13,2,2,2,1,1
981024,2,2,5,13,0,13,55,11,209,154,10.2666666666667,2,11,11,11,0,0
1082591,2,2,5,4,1,5,48,9.6,208,160,10.6666666666667,11,2,2,11,1,0
1082607,2,2,5,4,0,4,39,7.8,162,123,8.2,2,12,2,12,1,0
1082617,2,2,5,4,0,4,28,5.6,132,104,6.93333333333333,1,2,2,1,1,0
1082624,2,2,5,2,1,3,33,6.6,158,125,8.33333333333333,12,2,2,12,1,0
1082633,2,2,5,10,0,10,37,7.4,139,102,6.8,2,4,2,4,1,0
335998,2,3,5,10,0,10,35,7,148,113,7.53333333333333,3,1,1,3,0,1
336014,2,3,5,7,1,8,42,8.4,188,146,9.73333333333333,6,3,3,3,1,1
336030,2,3,5,6,0,6,36,7.2,150,114,7.6,1,3,1,3,0,1
336034,2,3,5,2,0,2,42,8.4,127,85,5.66666666666667,3,2,2,2,0,0
336038,2,3,5,15,0,15,55,11,212,157,10.4666666666667,3,5,5,5,0,0
336042,2,3,5,5,1,6,41,8.2,148,107,7.13333333333333,8,3,8,3,0,1
336044,2,3,5,5,0,5,30,6,113,83,5.53333333333333,3,4,4,3,0,1
392186,2,3,5,13,1,14,33,6.6,166,133,8.86666666666667,3,7,3,7,1,0
392194,2,3,5,12,0,12,56,11.2,190,134,8.93333333333333,3,6,6,6,0,0
392222,2,3,5,1,1,2,25,5,141,116,7.73333333333333,3,5,5,3,0,1
392232,2,3,5,10,0,10,34,6.8,148,114,7.6,3,7,7,3,0,1
419115,2,3,5,0,0,0,31,6.2,191,160,10.6666666666667,3,8,8,8,0,0
419121,2,3,5,18,0,18,50,10,186,136,9.06666666666667,6,3,6,3,0,1
419128,2,3,5,1,0,1,22,4.4,172,150,10,2,3,3,2,1,0
419134,2,3,5,24,0,24,50,10,178,128,8.53333333333333,5,3,5,5,0,0
419138,2,3,5,5,1,6,47,9.4,162,115,7.66666666666667,3,2,2,3,0,1
419158,2,3,5,15,0,15,60,12,140,80,5.33333333333333,3,1,1,3,0,1
419164,2,3,5,10,1,11,37,7.4,193,156,10.4,4,3,3,3,1,1
501226,2,3,5,3,0,3,38,7.6,165,127,8.46666666666667,7,3,3,7,1,0
501233,2,3,5,0,0,0,19,3.8,142,123,8.2,10,3,10,3,0,1
501245,2,3,5,11,2,13,39,7.8,148,109,7.26666666666667,3,5,5,3,0,1
501273,2,3,5,8,0,8,24,4.8,176,152,10.1333333333333,2,3,3,3,1,1
548323,2,3,5,7,0,7,32,6.4,206,174,11.6,3,2,2,3,0,1
548337,2,3,5,11,0,11,40,8,147,107,7.13333333333333,3,5,5,3,0,1
548348,2,3,5,14,0,14,45,9,157,112,7.46666666666667,3,4,4,4,0,0
548366,2,3,5,2,0,2,30,6,127,97,6.46666666666667,5,3,3,3,1,1
548369,2,3,5,13,0,13,38,7.6,115,77,5.13333333333333,3,6,3,3,1,1
548373,2,3,5,12,0,12,44,8.8,159,115,7.66666666666667,1,3,3,3,1,1
598007,2,3,5,2,0,2,32,6.4,149,117,7.8,3,7,7,7,0,0
598012,2,3,5,7,0,7,31,6.2,139,108,7.2,4,3,3,3,1,1
598017,2,3,5,6,1,7,17,3.4,166,149,9.93333333333333,3,2,3,3,1,1
598020,2,3,5,3,0,3,25,5,160,135,9,3,10,10,10,0,0
598027,2,3,5,4,0,4,26,5.2,120,94,6.26666666666667,1,3,1,3,0,1
598031,2,3,5,7,0,7,45,9,186,141,9.4,3,5,5,3,0,1
598035,2,3,5,4,0,4,46,9.2,160,114,7.6,3,11,11,3,0,1
598051,2,3,5,3,0,3,21,4.2,140,119,7.93333333333333,7,3,7,7,0,0
598073,2,3,5,8,0,8,37,7.4,107,70,4.66666666666667,2,3,3,2,1,0
598078,2,3,5,7,0,7,29,5.8,149,120,8,3,7,7,7,0,0
729308,2,3,5,3,2,5,37,7.4,142,105,7,3,7,7,3,0,1
729316,2,3,5,11,0,11,36,7.2,146,110,7.33333333333333,11,3,11,3,0,1
733986,2,3,5,6,0,6,47,9.4,179,132,8.8,6,3,3,3,1,1
733992,2,3,5,13,0,13,34,6.8,232,198,13.2,4,3,3,4,1,0
734000,2,3,5,5,0,5,34,6.8,158,124,8.26666666666667,7,3,3,3,1,1
734008,2,3,5,2,0,2,42,8.4,149,107,7.13333333333333,3,5,5,3,0,1
734040,2,3,5,6,0,6,59,11.8,155,96,6.4,2,3,3,3,1,1
734050,2,3,5,5,0,5,43,8.6,174,131,8.73333333333333,3,7,3,3,1,1
734052,2,3,5,8,3,11,67,13.4,227,160,10.6666666666667,3,4,3,4,1,0
829734,2,3,5,21,1,22,72,14.4,184,112,7.46666666666667,7,3,7,3,0,1
829778,2,3,5,11,0,11,48,9.6,193,145,9.66666666666667,11,3,3,11,1,0
829814,2,3,5,12,0,12,40,8,131,91,6.06666666666667,4,3,4,3,0,1
829822,2,3,5,13,0,13,46,9.2,188,142,9.46666666666667,3,7,7,7,0,0
829826,2,3,5,5,0,5,28,5.6,140,112,7.46666666666667,3,2,3,3,1,1
829828,2,3,5,5,0,5,26,5.2,203,177,11.8,7,3,3,7,1,0
335988,2,4,5,10,0,10,47,9.4,241,194,12.9333333333333,4,3,3,3,0,0
336000,2,4,5,9,0,9,43,8.6,159,116,7.73333333333333,4,6,6,4,0,1
336004,2,4,5,4,0,4,37,7.4,165,128,8.53333333333333,8,4,4,4,1,1
336011,2,4,5,12,0,12,44,8.8,127,83,5.53333333333333,2,4,4,4,1,1
336018,2,4,5,2,0,2,31,6.2,182,151,10.0666666666667,3,4,4,3,1,0
336021,2,4,5,8,0,8,33,6.6,144,111,7.4,4,2,2,4,0,1
336027,2,4,5,21,1,22,56,11.2,119,63,4.2,6,4,6,4,0,1
336036,2,4,5,13,0,13,63,12.6,176,113,7.53333333333333,4,8,4,4,1,1
392196,2,4,5,5,5,10,39,7.8,169,130,8.66666666666667,2,4,2,4,0,1
392209,2,4,5,7,0,7,28,5.6,146,118,7.86666666666667,2,4,2,2,0,0
392212,2,4,5,9,0,9,44,8.8,154,110,7.33333333333333,4,1,1,4,0,1
392215,2,4,5,9,0,9,25,5,212,187,12.4666666666667,4,5,4,5,1,0
392219,2,4,5,19,0,19,47,9.4,186,139,9.26666666666667,3,4,3,3,0,0
392221,2,4,5,1,1,2,42,8.4,169,127,8.46666666666667,8,4,4,4,1,1
392231,2,4,5,0,0,0,31,6.2,121,90,6,6,4,4,4,1,1
392239,2,4,5,1,0,1,26,5.2,117,91,6.06666666666667,3,4,3,3,0,0
419122,2,4,5,4,0,4,22,4.4,171,149,9.93333333333333,8,4,4,8,1,0
419129,2,4,5,18,0,18,59,11.8,184,125,8.33333333333333,4,5,4,5,1,0
419132,2,4,5,7,1,8,31,6.2,184,153,10.2,4,1,1,1,0,0
419144,2,4,5,8,0,8,52,10.4,201,149,9.93333333333333,1,4,1,4,0,1
419151,2,4,5,5,0,5,46,9.2,155,109,7.26666666666667,4,7,7,4,0,1
419154,2,4,5,6,0,6,32,6.4,112,80,5.33333333333333,6,4,6,4,0,1
501211,2,4,5,11,0,11,49,9.8,189,140,9.33333333333333,4,3,4,4,1,1
501217,2,4,5,22,1,23,59,11.8,166,107,7.13333333333333,8,4,4,4,1,1
501228,2,4,5,8,1,9,34,6.8,232,198,13.2,6,4,4,6,1,0
501242,2,4,5,2,1,3,18,3.6,160,142,9.46666666666667,7,4,4,7,1,0
501249,2,4,5,6,0,6,33,6.6,206,173,11.5333333333333,2,4,4,2,1,0
501259,2,4,5,4,0,4,35,7,179,144,9.6,9,4,4,4,1,1
501269,2,4,5,10,1,11,36,7.2,199,163,10.8666666666667,4,8,4,8,1,0
548314,2,4,5,4,1,5,40,8,192,152,10.1333333333333,5,4,4,5,1,0
548318,2,4,5,2,0,2,13,2.6,167,154,10.2666666666667,10,4,10,10,0,0
548324,2,4,5,8,0,8,28,5.6,116,88,5.86666666666667,4,10,4,4,1,1
548339,2,4,5,10,0,10,42,8.4,163,121,8.06666666666667,7,4,7,4,0,1
548355,2,4,5,9,0,9,44,8.8,159,115,7.66666666666667,2,4,4,4,1,1
548359,2,4,5,4,1,5,27,5.4,178,151,10.0666666666667,4,5,5,5,0,0
548371,2,4,5,3,1,4,28,5.6,191,163,10.8666666666667,4,8,8,4,0,1
548376,2,4,5,2,0,2,34,6.8,121,87,5.8,4,3,4,4,1,1
598008,2,4,5,10,0,10,54,10.8,100,46,3.06666666666667,10,4,10,4,0,1
598030,2,4,5,7,1,8,44,8.8,186,142,9.46666666666667,4,10,4,4,1,1
598042,2,4,5,15,0,15,38,7.6,175,137,9.13333333333333,7,4,7,7,0,0
598046,2,4,5,3,1,4,27,5.4,187,160,10.6666666666667,3,4,3,3,0,0
598050,2,4,5,6,0,6,33,6.6,175,142,9.46666666666667,2,4,4,4,1,1
598061,2,4,5,7,0,7,29,5.8,151,122,8.13333333333333,4,11,4,11,1,0
598064,2,4,5,6,0,6,51,10.2,121,70,4.66666666666667,6,4,4,4,1,1
598069,2,4,5,10,0,10,31,6.2,191,160,10.6666666666667,4,2,4,4,1,1
729288,2,4,5,12,0,12,52,10.4,206,154,10.2666666666667,3,4,3,4,0,1
729296,2,4,5,13,0,13,30,6,192,162,10.8,5,4,4,4,1,1
729318,2,4,5,9,0,9,31,6.2,125,94,6.26666666666667,4,2,4,4,1,1
734012,2,4,5,11,0,11,66,13.2,206,140,9.33333333333333,11,4,4,4,1,1
734024,2,4,5,8,1,9,55,11,165,110,7.33333333333333,6,4,4,4,1,1
734044,2,4,5,12,1,13,30,6,116,86,5.73333333333333,4,6,4,4,1,1
734048,2,4,5,15,0,15,39,7.8,164,125,8.33333333333333,4,1,4,1,1,0
829714,2,4,5,7,0,7,46,9.2,163,117,7.8,4,5,4,5,1,0
829758,2,4,5,7,0,7,35,7,193,158,10.5333333333333,3,4,3,3,0,0
829764,2,4,5,4,0,4,21,4.2,151,130,8.66666666666667,4,11,4,11,1,0
829780,2,4,5,9,0,9,42,8.4,173,131,8.73333333333333,4,7,7,7,0,0
829790,2,4,5,4,0,4,29,5.8,227,198,13.2,2,4,4,2,1,0
829804,2,4,5,5,0,5,42,8.4,186,144,9.6,11,4,11,11,0,0
980924,2,4,5,13,0,13,43,8.6,153,110,7.33333333333333,4,12,12,4,0,1
980946,2,4,5,5,0,5,33,6.6,190,157,10.4666666666667,4,7,4,7,1,0
980968,2,4,5,11,0,11,27,5.4,165,138,9.2,1,4,4,1,1,0
980982,2,4,5,6,1,7,43,8.6,176,133,8.86666666666667,4,2,4,2,1,0
980990,2,4,5,5,0,5,26,5.2,125,99,6.6,7,4,7,4,0,1
981004,2,4,5,8,2,10,54,10.8,212,158,10.5333333333333,2,4,4,2,1,0
1082594,2,4,5,10,0,10,48,9.6,164,116,7.73333333333333,4,12,4,4,1,1
1082598,2,4,5,7,0,7,50,10,149,99,6.6,4,2,2,4,0,1
1082605,2,4,5,7,0,7,33,6.6,189,156,10.4,6,4,6,6,0,0
1082609,2,4,5,10,0,10,32,6.4,160,128,8.53333333333333,11,4,4,11,1,0
1082623,2,4,5,5,0,5,42,8.4,208,166,11.0666666666667,4,11,4,11,1,0
1082626,2,4,5,11,0,11,39,7.8,68,29,1.93333333333333,4,6,4,4,1,1
335992,2,5,5,5,1,6,48,9.6,167,119,7.93333333333333,5,4,4,5,0,1
335995,2,5,5,22,0,22,57,11.4,215,158,10.5333333333333,8,5,5,5,1,1
335997,2,5,5,7,1,8,39,7.8,136,97,6.46666666666667,2,5,5,5,1,1
336010,2,5,5,10,0,10,34,6.8,110,76,5.06666666666667,5,3,3,5,0,1
336016,2,5,5,5,0,5,33,6.6,141,108,7.2,5,8,5,5,1,1
336020,2,5,5,1,0,1,15,3,157,142,9.46666666666667,5,6,5,5,1,1
336024,2,5,5,1,0,1,29,5.8,222,193,12.8666666666667,4,5,5,4,1,0
336032,2,5,5,16,0,16,42,8.4,148,106,7.06666666666667,1,5,5,5,1,1
336041,2,5,5,8,1,9,32,6.4,146,114,7.6,5,7,5,5,1,1
336045,2,5,5,9,0,9,36,7.2,164,128,8.53333333333333,3,5,5,5,1,1
392187,2,5,5,3,1,4,13,2.6,134,121,8.06666666666667,2,5,2,2,0,0
392200,2,5,5,4,0,4,27,5.4,140,113,7.53333333333333,4,5,4,4,0,0
392203,2,5,5,10,0,10,31,6.2,144,113,7.53333333333333,6,5,6,5,0,1
392210,2,5,5,13,0,13,20,4,142,122,8.13333333333333,8,5,8,5,0,1
392218,2,5,5,10,0,10,25,5,106,81,5.4,2,5,5,5,1,1
392225,2,5,5,5,0,5,25,5,167,142,9.46666666666667,8,5,8,8,0,0
392235,2,5,5,4,1,5,19,3.8,151,132,8.8,6,5,6,6,0,0
419112,2,5,5,4,0,4,38,7.6,213,175,11.6666666666667,7,5,7,7,0,0
419131,2,5,5,12,0,12,51,10.2,149,98,6.53333333333333,5,8,8,5,0,1
419139,2,5,5,2,0,2,33,6.6,189,156,10.4,6,5,6,6,0,0
419142,2,5,5,18,0,18,47,9.4,247,200,13.3333333333333,3,5,3,3,0,0
419148,2,5,5,9,1,10,65,13,154,89,5.93333333333333,5,4,4,5,0,1
419155,2,5,5,3,0,3,20,4,175,155,10.3333333333333,5,7,5,7,1,0
501204,2,5,5,1,1,2,29,5.8,138,109,7.26666666666667,8,5,5,5,1,1
501209,2,5,5,2,0,2,43,8.6,152,109,7.26666666666667,5,6,6,5,0,1
501225,2,5,5,6,1,7,38,7.6,196,158,10.5333333333333,4,5,5,4,1,0
501230,2,5,5,6,0,6,29,5.8,110,81,5.4,5,9,5,5,1,1
501236,2,5,5,0,0,0,17,3.4,95,78,5.2,5,7,5,5,1,1
501240,2,5,5,0,0,0,29,5.8,144,115,7.66666666666667,5,10,5,5,1,1
501254,2,5,5,10,0,10,38,7.6,197,159,10.6,5,3,5,3,1,0
501268,2,5,5,5,0,5,37,7.4,134,97,6.46666666666667,7,5,7,5,0,1
548322,2,5,5,12,0,12,35,7,198,163,10.8666666666667,7,5,5,7,1,0
548331,2,5,5,10,1,11,50,10,197,147,9.8,5,8,8,5,0,1
548341,2,5,5,4,0,4,35,7,190,155,10.3333333333333,5,2,5,2,1,0
548350,2,5,5,5,1,6,30,6,153,123,8.2,6,5,6,6,0,0
548363,2,5,5,12,0,12,41,8.2,126,85,5.66666666666667,10,5,10,5,0,1
598019,2,5,5,9,0,9,44,8.8,125,81,5.4,5,4,5,5,1,1
598037,2,5,5,7,1,8,21,4.2,145,124,8.26666666666667,5,11,11,5,0,1
