"Match_Id","Innings","Team","Over","Runs Scored","Extras","Overall","x","RunRate","Target","RunsNeeded","RunRateNeeded","Team1","Team2","Toss_Winner","match_winner","TossWin","Win"
729318,2,4,10,3,4,7,63,6.3,125,62,6.2,4,2,4,4,1,1
734012,2,4,10,6,0,6,131,13.1,206,75,7.5,11,4,4,4,1,1
734024,2,4,10,3,0,3,95,9.5,165,70,7,6,4,4,4,1,1
734044,2,4,10,8,1,9,78,7.8,116,38,3.8,4,6,4,4,1,1
734048,2,4,10,8,0,8,68,6.8,164,96,9.6,4,1,4,1,1,0
829714,2,4,10,1,0,1,66,6.6,163,97,9.7,4,5,4,5,1,0
829758,2,4,10,2,0,2,57,5.7,193,136,13.6,3,4,3,3,0,0
829764,2,4,10,4,1,5,61,6.1,151,90,9,4,11,4,11,1,0
829780,2,4,10,4,0,4,73,7.3,173,100,10,4,7,7,7,0,0
829790,2,4,10,12,0,12,63,6.3,227,164,16.4,2,4,4,2,1,0
829804,2,4,10,5,0,5,70,7,186,116,11.6,11,4,11,11,0,0
980924,2,4,10,7,0,7,71,7.1,153,82,8.2,4,12,12,4,0,1
980946,2,4,10,7,0,7,75,7.5,190,115,11.5,4,7,4,7,1,0
980968,2,4,10,11,0,11,64,6.4,165,101,10.1,1,4,4,1,1,0
980982,2,4,10,9,0,9,83,8.3,176,93,9.3,4,2,4,2,1,0
980990,2,4,10,8,0,8,61,6.1,125,64,6.4,7,4,7,4,0,1
981004,2,4,10,5,1,6,90,9,212,122,12.2,2,4,4,2,1,0
1082594,2,4,10,7,0,7,73,7.3,164,91,9.1,4,12,4,4,1,1
1082598,2,4,10,11,1,12,97,9.7,149,52,5.2,4,2,2,4,0,1
1082605,2,4,10,11,0,11,64,6.4,189,125,12.5,6,4,6,6,0,0
1082609,2,4,10,1,0,1,62,6.2,160,98,9.8,11,4,4,11,1,0
1082623,2,4,10,1,0,1,76,7.6,208,132,13.2,4,11,4,11,1,0
335992,2,5,10,11,0,11,87,8.7,167,80,8,5,4,4,5,0,1
335995,2,5,10,4,0,4,114,11.4,215,101,10.1,8,5,5,5,1,1
335997,2,5,10,4,1,5,73,7.3,136,63,6.3,2,5,5,5,1,1
336010,2,5,10,4,0,4,78,7.8,110,32,3.2,5,3,3,5,0,1
336016,2,5,10,12,0,12,81,8.1,141,60,6,5,8,5,5,1,1
336020,2,5,10,15,0,15,80,8,157,77,7.7,5,6,5,5,1,1
336024,2,5,10,13,0,13,67,6.7,222,155,15.5,4,5,5,4,1,0
336032,2,5,10,7,0,7,69,6.9,148,79,7.9,1,5,5,5,1,1
336041,2,5,10,13,0,13,67,6.7,146,79,7.9,5,7,5,5,1,1
336045,2,5,10,14,0,14,75,7.5,164,89,8.9,3,5,5,5,1,1
392187,2,5,10,4,0,4,32,3.2,134,102,10.2,2,5,2,2,0,0
392200,2,5,10,5,0,5,48,4.8,140,92,9.2,4,5,4,4,0,0
392203,2,5,10,4,0,4,60,6,144,84,8.4,6,5,6,5,0,1
392210,2,5,10,6,0,6,60,6,142,82,8.2,8,5,8,5,0,1
392218,2,5,10,11,0,11,62,6.2,106,44,4.4,2,5,5,5,1,1
392225,2,5,10,8,0,8,59,5.9,167,108,10.8,8,5,8,8,0,0
392235,2,5,10,9,1,10,60,6,151,91,9.1,6,5,6,6,0,0
419112,2,5,10,4,0,4,69,6.9,213,144,14.4,7,5,7,7,0,0
419131,2,5,10,11,0,11,95,9.5,149,54,5.4,5,8,8,5,0,1
419139,2,5,10,2,0,2,69,6.9,189,120,12,6,5,6,6,0,0
419142,2,5,10,15,0,15,105,10.5,247,142,14.2,3,5,3,3,0,0
419148,2,5,10,3,0,3,111,11.1,154,43,4.3,5,4,4,5,0,1
419155,2,5,10,9,0,9,60,6,175,115,11.5,5,7,5,7,1,0
501204,2,5,10,4,0,4,60,6,138,78,7.8,8,5,5,5,1,1
501209,2,5,10,12,0,12,86,8.6,152,66,6.6,5,6,6,5,0,1
501225,2,5,10,6,0,6,61,6.1,196,135,13.5,4,5,5,4,1,0
501230,2,5,10,11,0,11,64,6.4,110,46,4.6,5,9,5,5,1,1
501236,2,5,10,9,0,9,46,4.6,95,49,4.9,5,7,5,5,1,1
501240,2,5,10,7,1,8,59,5.9,144,85,8.5,5,10,5,5,1,1
501254,2,5,10,2,0,2,70,7,197,127,12.7,5,3,5,3,1,0
501268,2,5,10,9,0,9,97,9.7,134,37,3.7,7,5,7,5,0,1
548322,2,5,10,7,0,7,79,7.9,198,119,11.9,7,5,5,7,1,0
548331,2,5,10,11,0,11,89,8.9,197,108,10.8,5,8,8,5,0,1
548341,2,5,10,8,0,8,67,6.7,190,123,12.3,5,2,5,2,1,0
548350,2,5,10,6,0,6,67,6.7,153,86,8.6,6,5,6,6,0,0
548363,2,5,10,6,0,6,79,7.9,126,47,4.7,10,5,10,5,0,1
598019,2,5,10,6,0,6,68,6.8,125,57,5.7,5,4,5,5,1,1
598037,2,5,10,8,0,8,53,5.3,145,92,9.2,5,11,11,5,0,1
598041,2,5,10,7,0,7,80,8,172,92,9.2,5,2,5,5,1,1
598052,2,5,10,8,0,8,84,8.4,179,95,9.5,5,10,10,5,0,1
598054,2,5,10,9,0,9,77,7.7,155,78,7.8,5,6,6,5,0,1
598057,2,5,10,8,0,8,73,7.3,146,73,7.3,4,5,5,5,1,1
598063,2,5,10,6,0,6,49,4.9,142,93,9.3,5,3,5,5,1,1
598068,2,5,10,2,0,2,60,6,167,107,10.7,7,5,5,7,1,0
598070,2,5,10,2,0,2,44,4.4,137,93,9.3,11,5,11,11,0,0
598076,2,5,10,2,0,2,57,5.7,133,76,7.6,5,11,11,5,0,1
729290,2,5,10,12,0,12,61,6.1,134,73,7.3,11,5,5,5,1,1
729302,2,5,10,3,0,3,56,5.6,141,85,8.5,5,3,5,3,1,0
729310,2,5,10,2,0,2,48,4.8,71,23,2.3,5,2,5,5,1,1
733980,2,5,10,11,0,11,71,7.1,153,82,8.2,6,5,5,5,1,1
733994,2,5,10,7,4,11,60,6,135,75,7.5,5,11,5,11,1,0
734004,2,5,10,5,0,5,68,6.8,191,123,12.3,2,5,2,5,0,1
734022,2,5,10,1,0,1,69,6.9,179,110,11,5,7,7,7,0,0
734038,2,5,10,5,1,6,64,6.4,180,116,11.6,4,5,5,4,1,0
829720,2,5,10,11,0,11,74,7.4,185,111,11.1,6,5,5,5,1,1
829726,2,5,10,4,0,4,69,6.9,165,96,9.6,5,7,7,5,0,1
829732,2,5,10,6,0,6,63,6.3,128,65,6.5,11,5,5,5,1,1
829740,2,5,10,15,0,15,88,8.8,157,69,6.9,5,3,3,5,0,1
829774,2,5,10,5,0,5,87,8.7,188,101,10.1,7,5,5,7,1,0
829792,2,5,10,15,0,15,68,6.8,202,134,13.4,5,11,5,11,1,0
829802,2,5,10,4,0,4,63,6.3,158,95,9.5,3,5,3,3,0,0
829824,2,5,10,7,0,7,68,6.8,181,113,11.3,2,5,2,2,0,0
335989,2,6,10,7,1,8,86,8.6,126,40,4,6,5,5,6,0,1
335993,2,6,10,12,0,12,95,9.5,143,48,4.8,8,6,8,6,0,1
336006,2,6,10,5,0,5,106,10.6,170,64,6.4,3,6,3,6,0,1
